"Id";"Offset";"Word_Id";"Letter_Id"
7106;0;5876;5
7107;1;5876;28
7108;2;5876;23
7109;0;5877;15
7110;1;5877;21
7111;2;5877;2
7112;0;5878;15
7113;1;5878;17
7114;2;5878;26
7115;0;5879;5
7116;1;5879;26
7117;2;5879;11
7118;0;5880;4
7119;1;5880;28
7120;2;5880;13
7121;0;5881;11
7122;1;5881;14
7123;2;5881;20
7124;0;5882;22
7125;1;5882;4
7126;2;5882;1
7127;0;5883;11
7128;1;5883;14
7129;2;5883;1
7130;0;5884;11
7131;1;5884;14
7132;2;5884;3
7133;0;5885;11
7134;1;5885;14
7135;2;5885;6
7136;0;5886;11
7137;1;5886;14
7138;2;5886;10
7139;0;5887;11
7140;1;5887;14
7141;2;5887;12
7142;0;5888;11
7143;1;5888;14
7144;2;5888;18
7145;0;5889;11
7146;1;5889;14
7147;2;5889;21
7148;0;5890;13
7149;1;5890;27
7150;2;5890;3
7151;0;5891;13
7152;1;5891;27
7153;2;5891;11
7154;0;5892;20
7155;1;5892;28
7156;2;5892;17
7157;0;5893;13
7158;1;5893;27
7159;2;5893;10
7160;0;5894;4
7161;1;5894;2
7162;2;5894;1
7163;0;5895;13
7164;1;5895;27
7165;2;5895;18
7166;0;5896;5
7167;1;5896;4
7168;2;5896;25
7169;0;5897;15
7170;1;5897;24
7171;2;5897;7
7172;0;5898;3
7173;1;5898;28
7174;2;5898;1
7175;0;5899;7
7176;1;5899;8
7177;2;5899;1
7178;0;5900;4
7179;1;5900;3
7180;2;5900;1
7181;0;5901;7
7182;1;5901;8
7183;2;5901;3
7184;0;5902;19
7185;1;5902;28
7186;2;5902;15
7187;0;5903;13
7188;1;5903;20
7189;2;5903;12
7190;0;5904;21
7191;1;5904;4
7192;2;5904;20
7193;0;5905;5
7194;1;5905;4
7195;2;5905;3
7196;0;5906;13
7197;1;5906;20
7198;2;5906;11
7199;0;5907;3
7200;1;5907;28
7201;2;5907;6
7202;0;5908;7
7203;1;5908;8
7204;2;5908;10
7205;0;5909;13
7206;1;5909;20
7207;2;5909;18
7208;0;5910;5
7209;1;5910;4
7210;2;5910;9
7211;0;5911;7
7212;1;5911;8
7213;2;5911;11
7214;0;5912;15
7215;1;5912;24
7216;2;5912;19
7217;0;5913;5
7218;1;5913;4
7219;2;5913;12
7220;0;5914;7
7221;1;5914;8
7222;2;5914;13
7223;0;5915;3
7224;1;5915;28
7225;2;5915;12
7226;0;5916;3
7227;1;5916;28
7228;2;5916;11
7229;0;5917;7
7230;1;5917;8
7231;2;5917;15
7232;0;5918;7
7233;1;5918;8
7234;2;5918;18
7235;0;5919;5
7236;1;5919;4
7237;2;5919;18
7238;0;5920;7
7239;1;5920;8
7240;2;5920;19
7241;0;5921;3
7242;1;5921;28
7243;2;5921;18
7244;0;5922;3
7245;1;5922;28
7246;2;5922;21
7247;0;5923;9
7248;1;5923;14
7249;2;5923;4
7250;0;5924;20
7251;1;5924;3
7252;2;5924;14
7253;0;5925;8
7254;1;5925;12
7255;2;5925;5
7256;0;5926;6
7257;1;5926;8
7258;2;5926;5
7259;0;5927;2
7260;1;5927;28
7261;2;5927;3
7262;0;5928;12
7263;1;5928;20
7264;2;5928;17
7265;0;5929;3
7266;1;5929;26
7267;2;5929;10
7268;0;5930;9
7269;1;5930;14
7270;2;5930;13
7271;0;5931;6
7272;1;5931;8
7273;2;5931;15
7274;0;5932;9
7275;1;5932;14
7276;2;5932;18
7277;0;5933;21
7278;1;5933;6
7279;2;5933;28
7280;0;5934;2
7281;1;5934;28
7282;2;5934;12
7283;0;5935;6
7284;1;5935;8
7285;2;5935;18
7286;0;5936;9
7287;1;5936;14
7288;2;5936;24
7289;0;5937;20
7290;1;5937;3
7291;2;5937;4
7292;0;5938;20
7293;1;5938;3
7294;2;5938;8
7295;0;5939;6
7296;1;5939;7
7297;2;5939;25
7298;0;5940;9
7299;1;5940;14
7300;2;5940;1
7301;0;5941;11
7302;1;5941;18
7303;2;5941;3
7304;0;5942;18
7305;1;5942;28
7306;2;5942;12
7307;0;5943;9
7308;1;5943;14
7309;2;5943;6
7310;0;5944;9
7311;1;5944;14
7312;2;5944;7
7313;0;5945;9
7314;1;5945;14
7315;2;5945;10
7316;0;5946;21
7317;1;5946;7
7318;2;5946;5
7319;0;5947;11
7320;1;5947;27
7321;2;5947;1
7322;0;5948;18
7323;1;5948;28
7324;2;5948;3
7325;0;5949;18
7326;1;5949;28
7327;2;5949;7
7328;0;5950;11
7329;1;5950;27
7330;2;5950;3
7331;0;5951;11
7332;1;5951;20
7333;2;5951;2
7334;0;5952;18
7335;1;5952;28
7336;2;5952;11
7337;0;5953;18
7338;1;5953;28
7339;2;5953;6
7340;0;5954;11
7341;1;5954;27
7342;2;5954;6
7343;0;5955;11
7344;1;5955;27
7345;2;5955;9
7346;0;5957;3
7347;1;5957;4
7348;2;5957;28
7349;0;5958;18
7350;1;5958;28
7351;2;5958;17
7352;0;5959;4
7353;1;5959;6
7354;2;5959;28
7355;0;5960;5
7356;1;5960;8
7357;2;5960;4
7358;0;5961;11
7359;1;5961;27
7360;2;5961;13
7361;0;5962;18
7362;1;5962;28
7363;2;5962;19
7364;0;5963;21
7365;1;5963;7
7366;2;5963;18
7367;0;5965;26
7368;1;5965;3
7369;2;5965;4
7370;0;5966;18
7371;1;5966;28
7372;2;5966;21
7373;0;5967;11
7374;1;5967;27
7375;2;5967;18
7376;0;5968;11
7377;1;5968;27
7378;2;5968;21
7379;0;5969;18
7380;1;5969;28
7381;2;5969;23
7382;0;5970;3
7383;1;5970;4
7384;2;5970;18
7385;0;5971;18
7386;1;5971;26
7387;2;5971;3
7388;0;5972;24
7389;1;5972;13
7390;2;5972;10
7391;0;5973;18
7392;1;5973;26
7393;2;5973;10
7394;0;5974;26
7395;1;5974;3
7396;2;5974;19
7397;0;5975;23
7398;1;5975;12
7399;2;5975;11
7400;0;5976;1
7401;1;5976;28
7402;2;5976;24
7403;0;5977;8
7404;1;5977;15
7405;2;5977;28
7406;0;5978;13
7407;1;5978;24
7408;2;5978;4
7409;0;5979;18
7410;1;5979;26
7411;2;5979;11
7412;0;5980;11
7413;1;5980;20
7414;2;5980;4
7415;0;5981;11
7416;1;5981;20
7417;2;5981;3
7418;0;5982;12
7419;1;5982;22
7420;2;5982;7
7421;0;5983;17
7422;1;5983;28
7423;2;5983;12
7424;0;5984;20
7425;1;5984;5
7426;2;5984;14
7427;0;5985;21
7428;1;5985;8
7429;2;5985;15
7430;0;5986;13
7431;1;5986;24
7432;2;5986;10
7433;0;5987;18
7434;1;5987;26
7435;2;5987;17
7436;0;5988;11
7437;1;5988;20
7438;2;5988;10
7439;0;5989;1
7440;1;5989;28
7441;2;5989;3
7442;0;5990;18
7443;1;5990;26
7444;2;5990;19
7445;0;5992;11
7446;1;5992;20
7447;2;5992;13
7448;0;5993;1
7449;1;5993;28
7450;2;5993;6
7451;0;5994;5
7452;1;5994;8
7453;2;5994;10
7454;0;5995;13
7455;1;5995;24
7456;2;5995;18
7457;0;5996;11
7458;1;5996;20
7459;2;5996;15
7460;0;5997;11
7461;1;5997;20
7462;2;5997;18
7463;0;5998;1
7464;1;5998;28
7465;2;5998;7
7466;0;5999;1
7467;1;5999;28
7468;2;5999;11
7469;0;6000;3
7470;1;6000;4
7471;2;6000;9
7472;0;6001;5
7473;1;6001;8
7474;2;6001;11
7475;0;6002;11
7476;1;6002;20
7477;2;6002;17
7478;0;6003;13
7479;1;6003;24
7480;2;6003;19
7481;0;6004;1
7482;1;6004;28
7483;2;6004;10
7484;0;6005;1
7485;1;6005;28
7486;2;6005;9
7487;0;6006;3
7488;1;6006;4
7489;2;6006;11
7490;0;6007;5
7491;1;6007;8
7492;2;6007;13
7493;0;6008;11
7494;1;6008;20
7495;2;6008;19
7496;0;6010;3
7497;1;6010;4
7498;2;6010;13
7499;0;6011;5
7500;1;6011;8
7501;2;6011;15
7502;0;6012;11
7503;1;6012;20
7504;2;6012;21
7505;0;6013;1
7506;1;6013;28
7507;2;6013;18
7508;0;6014;5
7509;1;6014;8
7510;2;6014;18
7511;0;6015;1
7512;1;6015;28
7513;2;6015;13
7514;0;6016;11
7515;1;6016;20
7516;2;6016;23
7517;0;6017;1
7518;1;6017;28
7519;2;6017;19
7520;0;6018;3
7521;1;6018;4
7522;2;6018;17
7523;0;6019;5
7524;1;6019;8
7525;2;6019;19
7526;0;6021;1
7527;1;6021;28
7528;2;6021;17
7529;0;6022;3
7530;1;6022;4
7531;2;6022;19
7532;0;6023;20
7533;1;6023;6
7534;2;6023;4
7535;0;6025;5
7536;1;6025;8
7537;2;6025;23
7538;0;6026;1
7539;1;6026;26
7540;2;6026;7
7541;0;6027;12
7542;1;6027;24
7543;2;6027;17
7544;0;6028;1
7545;1;6028;26
7546;2;6028;10
7547;0;6029;6
7548;1;6029;12
7549;2;6029;14
7550;0;6030;1
7551;1;6030;26
7552;2;6030;17
7553;0;6031;6
7554;1;6031;12
7555;2;6031;19
7556;0;6032;7
7557;1;6032;14
7558;2;6032;20
7559;0;6033;20
7560;1;6033;7
7561;2;6033;28
7562;0;6034;8
7563;1;6034;17
7564;2;6034;28
7565;0;6035;20
7566;1;6035;7
7567;2;6035;12
7568;0;6036;7
7569;1;6036;14
7570;2;6036;1
7571;0;6037;7
7572;1;6037;14
7573;2;6037;5
7574;0;6038;7
7575;1;6038;14
7576;2;6038;15
7577;0;6039;7
7578;1;6039;14
7579;2;6039;18
7580;0;6040;7
7581;1;6040;14
7582;2;6040;17
7583;0;6041;7
7584;1;6041;14
7585;2;6041;19
7586;0;6042;2
7587;1;6042;5
7588;2;6042;18
7589;0;6043;7
7590;1;6043;14
7591;2;6043;21
7592;0;6044;28
7593;1;6044;1
7594;2;6044;18
7595;0;6045;18
7596;1;6045;4
7597;2;6045;2
7598;0;6046;26
7599;1;6046;6
7600;2;6046;19
7601;0;6047;11
7602;1;6047;24
7603;2;6047;28
7604;0;6048;10
7605;1;6048;22
7606;2;6048;3
7607;0;6049;18
7608;1;6049;4
7609;2;6049;9
7610;0;6050;18
7611;1;6050;4
7612;2;6050;13
7613;0;6051;2
7614;1;6051;6
7615;2;6051;28
7616;0;6052;4
7617;1;6052;10
7618;2;6052;5
7619;0;6053;18
7620;1;6053;4
7621;2;6053;17
7622;0;6054;18
7623;1;6054;4
7624;2;6054;19
7625;0;6055;4
7626;1;6055;10
7627;2;6055;6
7628;0;6056;18
7629;1;6056;4
7630;2;6056;23
7631;0;6057;8
7632;1;6057;18
7633;2;6057;14
7634;0;6058;11
7635;1;6058;23
7636;2;6058;18
7637;0;6059;5
7638;1;6059;11
7639;2;6059;24
7640;0;6060;17
7641;1;6060;4
7642;2;6060;12
7643;0;6061;3
7644;1;6061;8
7645;2;6061;28
7646;0;6062;27
7647;1;6062;12
7648;2;6062;20
7649;0;6063;3
7650;1;6063;8
7651;2;6063;4
7652;0;6064;3
7653;1;6064;8
7654;2;6064;6
7655;0;6065;1
7656;1;6065;4
7657;2;6065;3
7658;0;6066;8
7659;1;6066;19
7660;2;6066;11
7661;0;6067;9
7662;1;6067;20
7663;2;6067;11
7664;0;6068;11
7665;1;6068;24
7666;2;6068;13
7667;0;6069;1
7668;1;6069;4
7669;2;6069;6
7670;0;6070;3
7671;1;6070;8
7672;2;6070;10
7673;0;6071;11
7674;1;6071;24
7675;2;6071;18
7676;0;6072;11
7677;1;6072;24
7678;2;6072;17
7679;0;6073;6
7680;1;6073;15
7681;2;6073;18
7682;0;6074;11
7683;1;6074;24
7684;2;6074;21
7685;0;6075;1
7686;1;6075;4
7687;2;6075;14
7688;0;6076;1
7689;1;6076;4
7690;2;6076;13
7691;0;6077;3
7692;1;6077;8
7693;2;6077;15
7694;0;6078;3
7695;1;6078;8
7696;2;6078;18
7697;0;6079;3
7698;1;6079;8
7699;2;6079;19
7700;0;6080;20
7701;1;6080;11
7702;2;6080;5
7703;0;6081;28
7704;1;6081;3
7705;2;6081;19
7706;0;6082;1
7707;1;6082;4
7708;2;6082;19
7709;0;6083;22
7710;1;6083;14
7711;2;6083;10
7712;0;6084;20
7713;1;6084;11
7714;2;6084;12
7715;0;6085;10
7716;1;6085;22
7717;2;6085;7
7718;0;6086;2
7719;1;6086;8
7720;2;6086;28
7721;0;6087;15
7722;1;6087;1
7723;2;6087;18
7724;0;6088;18
7725;1;6088;6
7726;2;6088;20
7727;0;6089;25
7728;1;6089;22
7729;2;6089;3
7730;0;6090;4
7731;1;6090;12
7732;2;6090;18
7733;0;6091;21
7734;1;6091;14
7735;2;6091;3
7736;0;6092;20
7737;1;6092;11
7738;2;6092;3
7739;0;6093;18
7740;1;6093;8
7741;2;6093;5
7742;0;6094;20
7743;1;6094;11
7744;2;6094;10
7745;0;6095;18
7746;1;6095;8
7747;2;6095;12
7748;0;6096;6
7749;1;6096;17
7750;2;6096;3
7751;0;6097;5
7752;1;6097;14
7753;2;6097;3
7754;0;6098;5
7755;1;6098;14
7756;2;6098;6
7757;0;6099;7
7758;1;6099;27
7759;2;6099;12
7760;0;6100;20
7761;1;6100;11
7762;2;6100;21
7763;0;6101;5
7764;1;6101;14
7765;2;6101;10
7766;0;6102;18
7767;1;6102;8
7768;2;6102;22
7769;0;6103;5
7770;1;6103;14
7771;2;6103;11
7772;0;6104;5
7773;1;6104;14
7774;2;6104;13
7775;0;6105;20
7776;1;6105;13
7777;2;6105;28
7778;0;6106;5
7779;1;6106;14
7780;2;6106;17
7781;0;6107;18
7782;1;6107;8
7783;2;6107;3
7784;0;6108;15
7785;1;6108;3
7786;2;6108;28
7787;0;6109;18
7788;1;6109;8
7789;2;6109;2
7790;0;6110;18
7791;1;6110;8
7792;2;6110;6
7793;0;6111;20
7794;1;6111;13
7795;2;6111;14
7796;0;6112;18
7797;1;6112;8
7798;2;6112;13
7799;0;6113;7
7800;1;6113;27
7801;2;6113;6
7802;0;6114;7
7803;1;6114;27
7804;2;6114;9
7805;0;6115;18
7806;1;6115;8
7807;2;6115;15
7808;0;6116;18
7809;1;6116;8
7810;2;6116;17
7811;0;6117;18
7812;1;6117;8
7813;2;6117;19
7814;0;6118;18
7815;1;6118;8
7816;2;6118;21
7817;0;6119;28
7818;1;6119;6
7819;2;6119;5
7820;0;6120;5
7821;1;6120;11
7822;2;6120;28
7823;0;6121;7
7824;1;6121;27
7825;2;6121;17
7826;0;6122;6
7827;1;6122;18
7828;2;6122;12
7829;0;6123;7
7830;1;6123;19
7831;2;6123;23
7832;0;6124;11
7833;1;6124;24
7834;2;6124;27
7835;0;6125;20
7836;1;6125;13
7837;2;6125;6
7838;0;6126;20
7839;1;6126;13
7840;2;6126;8
7841;0;6128;6
7842;1;6128;19
7843;2;6128;28
7844;0;6129;7
7845;1;6129;20
7846;2;6129;1
7847;0;6130;7
7848;1;6130;20
7849;2;6130;3
7850;0;6131;7
7851;1;6131;20
7852;2;6131;6
7853;0;6132;1
7854;1;6132;8
7855;2;6132;4
7856;0;6133;7
7857;1;6133;20
7858;2;6133;10
7859;0;6134;1
7860;1;6134;8
7861;2;6134;3
7862;0;6135;7
7863;1;6135;20
7864;2;6135;9
7865;0;6136;7
7866;1;6136;20
7867;2;6136;11
7868;0;6137;15
7869;1;6137;4
7870;2;6137;19
7871;0;6138;7
7872;1;6138;20
7873;2;6138;13
7874;0;6139;4
7875;1;6139;15
7876;2;6139;14
7877;0;6140;7
7878;1;6140;20
7879;2;6140;18
7880;0;6141;1
7881;1;6141;8
7882;2;6141;11
7883;0;6142;1
7884;1;6142;8
7885;2;6142;14
7886;0;6143;1
7887;1;6143;8
7888;2;6143;15
7889;0;6144;1
7890;1;6144;8
7891;2;6144;18
7892;0;6145;14
7893;1;6145;3
7894;2;6145;28
7895;0;6146;1
7896;1;6146;8
7897;2;6146;19
7898;0;6147;5
7899;1;6147;17
7900;2;6147;24
7901;0;6148;18
7902;1;6148;10
7903;2;6148;4
7904;0;6149;18
7905;1;6149;10
7906;2;6149;8
7907;0;6150;5
7908;1;6150;17
7909;2;6150;28
7910;0;6151;13
7911;1;6151;1
7912;2;6151;8
7913;0;6152;18
7914;1;6152;10
7915;2;6152;14
7916;0;6153;6
7917;1;6153;20
7918;2;6153;8
7919;0;6154;7
7920;1;6154;21
7921;2;6154;8
7922;0;6155;14
7923;1;6155;3
7924;2;6155;18
7925;0;6156;5
7926;1;6156;17
7927;2;6156;8
7928;0;6157;7
7929;1;6157;21
7930;2;6157;14
7931;0;6158;18
7932;1;6158;10
7933;2;6158;24
7934;0;6159;3
7935;1;6159;14
7936;2;6159;13
7937;0;6160;5
7938;1;6160;17
7939;2;6160;14
7940;0;6161;5
7941;1;6161;17
7942;2;6161;20
7943;0;6162;14
7944;1;6162;3
7945;2;6162;4
7946;0;6163;12
7947;1;6163;28
7948;2;6163;2
7949;0;6164;12
7950;1;6164;28
7951;2;6164;8
7952;0;6165;12
7953;1;6165;28
7954;2;6165;13
7955;0;6166;3
7956;1;6166;14
7957;2;6166;6
7958;0;6167;12
7959;1;6167;28
7960;2;6167;17
7961;0;6168;3
7962;1;6168;14
7963;2;6168;10
7964;0;6169;3
7965;1;6169;14
7966;2;6169;12
7967;0;6170;18
7968;1;6170;8
7969;2;6170;27
7970;0;6171;12
7971;1;6171;28
7972;2;6171;24
7973;0;6172;20
7974;1;6172;17
7975;2;6172;3
7976;0;6173;26
7977;1;6173;14
7978;2;6173;13
7979;0;6174;3
7980;1;6174;14
7981;2;6174;19
7982;0;6175;20
7983;1;6175;17
7984;2;6175;8
7985;0;6176;5
7986;1;6176;27
7987;2;6176;3
7988;0;6177;12
7989;1;6177;28
7990;2;6177;11
7991;0;6178;12
7992;1;6178;28
7993;2;6178;6
7994;0;6179;12
7995;1;6179;28
7996;2;6179;9
7997;0;6180;20
7998;1;6180;17
7999;2;6180;18
8000;0;6181;5
8001;1;6181;27
8002;2;6181;6
8003;0;6182;5
8004;1;6182;27
8005;2;6182;9
8006;0;6183;5
8007;1;6183;27
8008;2;6183;11
8009;0;6185;5
8010;1;6185;27
8011;2;6185;13
8012;0;6186;1
8013;1;6186;11
8014;2;6186;4
8015;0;6187;12
8016;1;6187;28
8017;2;6187;18
8018;0;6188;3
8019;1;6188;15
8020;2;6188;8
8021;0;6189;5
8022;1;6189;27
8023;2;6189;17
8024;0;6190;12
8025;1;6190;28
8026;2;6190;19
8027;0;6192;4
8028;1;6192;18
8029;2;6192;15
8030;0;6193;2
8031;1;6193;14
8032;2;6193;15
8033;0;6194;12
8034;1;6194;28
8035;2;6194;23
8036;0;6195;21
8037;1;6195;20
8038;2;6195;2
8039;0;6196;5
8040;1;6196;20
8041;2;6196;17
8042;0;6197;20
8043;1;6197;17
8044;2;6197;4
8045;0;6198;17
8046;1;6198;12
8047;2;6198;1
8048;0;6199;18
8049;1;6199;13
8050;2;6199;4
8051;0;6200;1
8052;1;6200;11
8053;2;6200;20
8054;0;6201;1
8055;1;6201;11
8056;2;6201;24
8057;0;6202;12
8058;1;6202;26
8059;2;6202;7
8060;0;6203;20
8061;1;6203;17
8062;2;6203;14
8063;0;6204;4
8064;1;6204;19
8065;2;6204;2
8066;0;6205;18
8067;1;6205;13
8068;2;6205;14
8069;0;6206;21
8070;1;6206;20
8071;2;6206;18
8072;0;6207;15
8073;1;6207;8
8074;2;6207;13
8075;0;6208;6
8076;1;6208;22
8077;2;6208;7
8078;0;6209;20
8079;1;6209;17
8080;2;6209;19
8081;0;6210;18
8082;1;6210;13
8083;2;6210;20
8084;0;6212;12
8085;1;6212;26
8086;2;6212;17
8087;0;6213;7
8088;1;6213;24
8089;2;6213;11
8090;0;6214;12
8091;1;6214;26
8092;2;6214;19
8093;0;6215;5
8094;1;6215;20
8095;2;6215;11
8096;0;6216;4
8097;1;6216;27
8098;2;6216;18
8099;0;6217;7
8100;1;6217;24
8101;2;6217;15
8102;0;6218;7
8103;1;6218;24
8104;2;6218;18
8105;0;6219;20
8106;1;6219;19
8107;2;6219;28
8108;0;6220;5
8109;1;6220;20
8110;2;6220;15
8111;0;6221;7
8112;1;6221;24
8113;2;6221;17
8114;0;6222;5
8115;1;6222;20
8116;2;6222;18
8117;0;6223;18
8118;1;6223;15
8119;2;6223;28
8120;0;6224;20
8121;1;6224;19
8122;2;6224;4
8123;0;6225;2
8124;1;6225;15
8125;2;6225;17
8126;0;6226;5
8127;1;6226;20
8128;2;6226;19
8129;0;6227;17
8130;1;6227;13
8131;2;6227;28
8132;0;6228;2
8133;1;6228;15
8134;2;6228;20
8135;0;6229;18
8136;1;6229;14
8137;2;6229;3
8138;0;6230;19
8139;1;6230;17
8140;2;6230;11
8141;0;6231;18
8142;1;6231;14
8143;2;6231;11
8144;0;6232;18
8145;1;6232;14
8146;2;6232;12
8147;0;6233;20
8148;1;6233;18
8149;2;6233;14
8150;0;6234;4
8151;1;6234;20
8152;2;6234;3
8153;0;6235;1
8154;1;6235;14
8155;2;6235;4
8156;0;6236;18
8157;1;6236;14
8158;2;6236;19
8159;0;6237;26
8160;1;6237;17
8161;2;6237;28
8162;0;6238;18
8163;1;6238;14
8164;2;6238;21
8165;0;6239;26
8166;1;6239;17
8167;2;6239;4
8168;0;6240;4
8169;1;6240;20
8170;2;6240;17
8171;0;6241;26
8172;1;6241;17
8173;2;6241;19
8174;0;6242;18
8175;1;6242;15
8176;2;6242;4
8177;0;6243;28
8178;1;6243;12
8179;2;6243;20
8180;0;6244;5
8181;1;6244;17
8182;2;6244;27
8183;0;6245;18
8184;1;6245;11
8185;2;6245;28
8186;0;6246;12
8187;1;6246;4
8188;2;6246;6
8189;0;6247;12
8190;1;6247;4
8191;2;6247;8
8192;0;6248;1
8193;1;6248;14
8194;2;6248;28
8195;0;6249;14
8196;1;6249;7
8197;2;6249;12
8198;0;6250;10
8199;1;6250;28
8200;2;6250;8
8201;0;6251;28
8202;1;6251;13
8203;2;6251;2
8204;0;6252;1
8205;1;6252;14
8206;2;6252;3
8207;0;6253;1
8208;1;6253;14
8209;2;6253;6
8210;0;6254;28
8211;1;6254;13
8212;2;6254;6
8213;0;6255;1
8214;1;6255;14
8215;2;6255;12
8216;0;6256;1
8217;1;6256;14
8218;2;6256;11
8219;0;6257;1
8220;1;6257;14
8221;2;6257;13
8222;0;6258;20
8223;1;6258;21
8224;2;6258;4
8225;0;6259;1
8226;1;6259;14
8227;2;6259;15
8228;0;6260;10
8229;1;6260;28
8230;2;6260;24
8231;0;6261;1
8232;1;6261;14
8233;2;6261;17
8234;0;6262;10
8235;1;6262;28
8236;2;6262;3
8237;0;6263;1
8238;1;6263;14
8239;2;6263;21
8240;0;6264;12
8241;1;6264;4
8242;2;6264;3
8243;0;6265;18
8244;1;6265;12
8245;2;6265;28
8246;0;6266;10
8247;1;6266;28
8248;2;6266;6
8249;0;6267;10
8250;1;6267;28
8251;2;6267;11
8252;0;6269;10
8253;1;6269;28
8254;2;6269;9
8255;0;6270;12
8256;1;6270;4
8257;2;6270;11
8258;0;6271;12
8259;1;6271;4
8260;2;6271;13
8261;0;6272;10
8262;1;6272;28
8263;2;6272;13
8264;0;6273;10
8265;1;6273;28
8266;2;6273;17
8267;0;6274;28
8268;1;6274;14
8269;2;6274;5
8270;0;6275;10
8271;1;6275;28
8272;2;6275;12
8273;0;6276;3
8274;1;6276;27
8275;2;6276;13
8276;0;6277;10
8277;1;6277;28
8278;2;6277;15
8279;0;6279;1
8280;1;6279;11
8281;2;6279;28
8282;0;6280;2
8283;1;6280;18
8284;2;6280;10
8285;0;6281;5
8286;1;6281;24
8287;2;6281;13
8288;0;6282;3
8289;1;6282;27
8290;2;6282;17
8291;0;6283;10
8292;1;6283;28
8293;2;6283;19
8294;0;6284;3
8295;1;6284;19
8296;2;6284;15
8297;0;6285;3
8298;1;6285;27
8299;2;6285;18
8300;0;6286;3
8301;1;6286;27
8302;2;6286;21
8303;0;6287;20
8304;1;6287;22
8305;2;6287;4
8306;0;6288;11
8307;1;6288;4
8308;2;6288;3
8309;0;6289;3
8310;1;6289;20
8311;2;6289;4
8312;0;6290;3
8313;1;6290;20
8314;2;6290;6
8315;0;6291;15
8316;1;6291;12
8317;2;6291;18
8318;0;6292;5
8319;1;6292;24
8320;2;6292;7
8321;0;6293;10
8322;1;6293;26
8323;2;6293;15
8324;0;6294;10
8325;1;6294;26
8326;2;6294;17
8327;0;6295;10
8328;1;6295;1
8329;2;6295;15
8330;0;6296;3
8331;1;6296;20
8332;2;6296;12
8333;0;6297;3
8334;1;6297;20
8335;2;6297;14
8336;0;6298;3
8337;1;6298;20
8338;2;6298;13
8339;0;6299;3
8340;1;6299;20
8341;2;6299;15
8342;0;6300;5
8343;1;6300;24
8344;2;6300;17
8345;0;6301;3
8346;1;6301;20
8347;2;6301;18
8348;0;6302;3
8349;1;6302;20
8350;2;6302;17
8351;0;6303;28
8352;1;6303;15
8353;2;6303;18
8354;0;6304;3
8355;1;6304;20
8356;2;6304;19
8357;0;6305;26
8358;1;6305;17
8359;2;6305;27
8360;0;6306;14
8361;1;6306;11
8362;2;6306;8
8363;0;6307;3
8364;1;6307;17
8365;2;6307;26
8366;0;6308;14
8367;1;6308;11
8368;2;6308;20
8369;0;6309;26
8370;1;6309;21
8371;2;6309;11
8372;0;6310;2
8373;1;6310;20
8374;2;6310;15
8375;0;6311;1
8376;1;6311;17
8377;2;6311;14
8378;0;6312;18
8379;1;6312;27
8380;2;6312;3
8381;0;6313;18
8382;1;6313;20
8383;2;6313;4
8384;0;6314;12
8385;1;6314;8
8386;2;6314;28
8387;0;6316;18
8388;1;6316;19
8389;2;6316;8
8390;0;6317;18
8391;1;6317;27
8392;2;6317;12
8393;0;6318;10
8394;1;6318;4
8395;2;6318;28
8396;0;6319;12
8397;1;6319;8
8398;2;6319;4
8399;0;6320;18
8400;1;6320;27
8401;2;6320;13
8402;0;6321;14
8403;1;6321;11
8404;2;6321;12
8405;0;6322;10
8406;1;6322;4
8407;2;6322;13
8408;0;6323;8
8409;1;6323;28
8410;2;6323;13
8411;0;6324;14
8412;1;6324;13
8413;2;6324;28
8414;0;6325;18
8415;1;6325;20
8416;2;6325;6
8417;0;6326;10
8418;1;6326;4
8419;2;6326;3
8420;0;6327;18
8421;1;6327;20
8422;2;6327;11
8423;0;6328;18
8424;1;6328;20
8425;2;6328;10
8426;0;6329;12
8427;1;6329;8
8428;2;6329;6
8429;0;6330;18
8430;1;6330;20
8431;2;6330;12
8432;0;6331;1
8433;1;6331;27
8434;2;6331;3
8435;0;6332;1
8436;1;6332;27
8437;2;6332;5
8438;0;6333;12
8439;1;6333;8
8440;2;6333;11
8441;0;6334;18
8442;1;6334;20
8443;2;6334;17
8444;0;6335;12
8445;1;6335;8
8446;2;6335;10
8447;0;6336;1
8448;1;6336;27
8449;2;6336;7
8450;0;6337;12
8451;1;6337;8
8452;2;6337;13
8453;0;6338;18
8454;1;6338;20
8455;2;6338;19
8456;0;6339;1
8457;1;6339;27
8458;2;6339;6
8459;0;6340;14
8460;1;6340;12
8461;2;6340;18
8462;0;6341;1
8463;1;6341;27
8464;2;6341;13
8465;0;6342;10
8466;1;6342;4
8467;2;6342;17
8468;0;6343;12
8469;1;6343;8
8470;2;6343;19
8471;0;6344;12
8472;1;6344;8
8473;2;6344;18
8474;0;6345;1
8475;1;6345;27
8476;2;6345;17
8477;0;6346;1
8478;1;6346;27
8479;2;6346;18
8480;0;6347;17
8481;1;6347;20
8482;2;6347;2
8483;0;6348;14
8484;1;6348;13
8485;2;6348;3
8486;0;6349;3
8487;1;6349;24
8488;2;6349;1
8489;0;6350;28
8490;1;6350;19
8491;2;6350;2
8492;0;6351;1
8493;1;6351;20
8494;2;6351;4
8495;0;6352;1
8496;1;6352;20
8497;2;6352;3
8498;0;6353;1
8499;1;6353;20
8500;2;6353;6
8501;0;6354;3
8502;1;6354;24
